k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,lastNum,num
17.1428571428571,0.82051282051282,20,72,29.9122807017544,0,48.4615384615385,3.61495844875346,366.6,3.11111111111111,13.2222222222222,137.133333333333,2385,7629
22.0952380952381,1.26495726495727,0,68.8,8.1578947368421,3.63636363636364,56.5384615384615,3.61495844875346,351,2.81944444444444,23.3333333333333,173.433333333333,3191,9572
17.5238095238095,0.444444444444445,0,91.2,31,7.45454545454545,45,4.11357340720222,312,3.20833333333333,23.3333333333333,193.6,3417,10697
19.4285714285714,1.05982905982906,10.625,76.8,33.1754385964912,0,48.4615384615385,3.42797783933518,327.6,4.375,26.4444444444444,173.433333333333,3432,10743
22.0952380952381,0.854700854700855,0,70.4,28.280701754386,7.63636363636364,41.5384615384615,3.80193905817175,312,2.04166666666667,17.1111111111111,165.366666666667,3885,12339
22.8571428571429,1.5042735042735,10.625,97.6,28.280701754386,3.81818181818182,46.1538461538462,3.86426592797784,335.4,3.40277777777778,17.1111111111111,133.1,3101,10172
22.4761904761905,1.47008547008547,20.625,124.8,44.5964912280702,3.63636363636364,54.2307692307692,3.73961218836565,296.4,2.91666666666667,10.1111111111111,141.166666666667,2328,8391
19.4285714285714,2.32478632478632,10,126.4,35.8947368421053,7.27272727272727,60,3.86426592797784,335.4,2.625,19.4444444444444,266.2,3755,12014
22.0952380952381,2.35897435897436,0,121.6,31,0,71.5384615384615,4.05124653739612,351,3.20833333333333,23.3333333333333,258.133333333333,4942,14165
23.6190476190476,2.32478632478632,0,139.2,33.1754385964912,3.63636363636364,64.6153846153846,4.05124653739612,312,2.72222222222222,20.2222222222222,225.866666666667,5395,15213
24,2.08547008547009,0,128,21.7543859649123,7.27272727272727,50.7692307692308,3.55263157894737,343.2,3.01388888888889,42.7777777777778,205.7,4225,15634
22.8571428571429,2.97435897435897,20.625,99.2,25.0175438596491,3.63636363636364,43.8461538461538,4.36288088642659,218.4,2.04166666666667,33.4444444444444,237.966666666667,3574,15747
23.2380952380952,2.4957264957265,0,86.4,21.7543859649123,3.63636363636364,45,3.80193905817175,210.6,2.13888888888889,35.7777777777778,169.4,5017,14468
23.2380952380952,0.82051282051282,30,105.6,40.2456140350877,0,47.3076923076923,4.05124653739612,226.2,2.13888888888889,28.7777777777778,225.866666666667,4689,12068
24.3809523809524,2.08547008547009,0,150.4,49.4912280701754,7.27272727272727,49.6153846153846,3.73961218836565,234,2.23611111111111,42.7777777777778,254.1,7629,10570
30.4761904761905,1.88034188034188,20,152,19.0350877192982,3.63636363636364,66.9230769230769,3.42797783933518,296.4,3.20833333333333,45.1111111111111,213.766666666667,9572,15804
27.8095238095238,2.01709401709402,0,126.4,53.2982456140351,7.09090909090909,50.7692307692308,3.61495844875346,374.4,5.05555555555556,19.4444444444444,254.1,10697,18889
29.7142857142857,1.81196581196581,29.375,118.4,23.3859649122807,3.45454545454545,75,3.86426592797784,249.6,2.52777777777778,18.6666666666667,318.633333333333,10743,20362
27.047619047619,1.84615384615385,10,105.6,29.3684210526316,3.63636363636364,41.5384615384615,3.80193905817175,265.2,1.94444444444444,31.8888888888889,189.566666666667,12339,20148
27.4285714285714,3.41880341880342,10,96,36.9824561403509,6.90909090909091,46.1538461538462,3.49030470914127,226.2,1.94444444444444,24.8888888888889,225.866666666667,10172,17826
31.2380952380952,2.22222222222222,19.375,129.6,39.7017543859649,0,115.384615384615,3.92659279778393,382.2,2.91666666666667,38.1111111111111,403.333333333333,8391,14852
33.9047619047619,1.77777777777778,28.75,134.4,41.3333333333333,0,86.5384615384615,4.17590027700831,358.8,2.81944444444444,55.2222222222222,346.866666666667,12014,19949
38.0952380952381,0.82051282051282,20,140.8,37.5263157894737,7.09090909090909,86.5384615384615,4.79916897506925,444.6,2.72222222222222,38.1111111111111,367.033333333333,14165,23915
35.4285714285714,1.60683760683761,20,160,52.7543859649123,7.09090909090909,87.6923076923077,4.3005540166205,405.6,2.33333333333333,47.4444444444444,286.366666666667,15213,25148
33.1428571428571,2.39316239316239,0,140.8,54.3859649122807,3.45454545454545,93.4615384615385,4.79916897506925,351,2.23611111111111,31.1111111111111,302.5,15634,25870
